Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Home Ownership_outlier,Annual Income_outlier,Annual Income_nan,Tax Liens_outlier,Number of Open Accounts_outlier,Months since last delinquent_nan,Bankruptcies_outlier,Bankruptcies_nan,Purpose_nan,Years of Credit History_outlier,Maximum Open Credit_outlier,Current Loan Amount_outlier,Current Credit Balance_outlier,Monthly Debt_outlier,Credit Score_nan,Years in current job_nan,Years in current job_1 year,Years in current job_10+ years,Years in current job_2 years,Years in current job_3 years,Years in current job_4 years,Years in current job_5 years,Years in current job_6 years,Years in current job_7 years,Years in current job_8 years,Years in current job_9 years,Years in current job_< 1 year,Tax Liens_0.0,Tax Liens_1.0,Tax Liens_2.0,Bankruptcies_0.0,Bankruptcies_1.0,Bankruptcies_2.0,Purpose_business loan,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Term_Long Term,Term_Short Term,Home Mortgage,Own Home,Rent,ID,years_cat,num_cat,credit_cat,CreditScoreTLB1,CreditScoreTLB2,CreditScoreTLB3,CreditScoreTBNT,AnIMoD
Rent,1168386.0,6 years,0.0,7.0,18.0,89100.0,0.0,13.0,0.0,small business,Long Term,130328.0,39235.0,18351.0,731.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,55,3,1,4,723.1353996737357,719.276923076923,722.7259506135434,704.9185228604924,79014.5
Rent,1520969.0,10+ years,0.0,7.0,19.2,458590.0,0.0,32.0,0.0,home improvements,Short Term,468138.0,209323.0,12865.0,748.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,56,3,1,4,723.1353996737357,724.25701839303,722.7259506135434,729.2101616628175,113882.41666666667
Rent,719549.0,2 years,0.0,7.0,16.3,478159.0,1.0,32.0,0.0,debt consolidation,Long Term,71258.0,27569.0,12592.0,722.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,57,3,1,4,723.1353996737357,724.25701839303,722.7259506135434,701.1,47370.416666666664
Home Mortgage,992845.0,10+ years,0.0,17.0,21.2,1132054.0,0.0,32.0,0.0,debt consolidation,Short Term,207812.0,294291.0,25483.0,739.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,58,4,3,4,722.2456896551724,724.25701839303,722.7259506135434,729.2101616628175,57254.08333333333
Rent,1168386.0,< 1 year,0.0,9.0,10.7,642092.0,0.0,32.0,0.0,debt consolidation,Short Term,312026.0,296685.0,13006.0,731.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,59,2,1,4,722.9917582417582,724.25701839303,722.7259506135434,729.2101616628175,84359.5
Home Mortgage,1630029.0,10+ years,0.0,10.0,17.3,697114.0,0.0,32.0,0.0,debt consolidation,Long Term,230362.0,260680.0,6181.0,714.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,60,3,1,4,720.5843293492696,724.25701839303,722.7259506135434,704.9185228604924,129654.75
Home Mortgage,866476.0,1 year,0.0,15.0,12.9,239800.0,0.0,32.0,0.0,debt consolidation,Long Term,309573.0,130891.0,11770.0,701.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,61,2,2,4,721.6996805111821,724.25701839303,722.7259506135434,704.9185228604924,60436.33333333333
Home Mortgage,1670860.0,6 years,0.0,8.0,16.0,233420.0,0.0,61.0,0.0,debt consolidation,Long Term,333564.0,122569.0,23949.0,705.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,62,3,1,4,723.6175548589341,719.9722222222222,722.7259506135434,704.9185228604924,115289.33333333334
Rent,573762.0,1 year,0.0,7.0,16.6,197120.0,0.0,54.0,0.0,debt consolidation,Short Term,177166.0,114741.0,12671.0,735.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,63,3,1,4,723.1353996737357,722.9166666666666,722.7259506135434,729.2101616628175,35142.5
Rent,1168386.0,< 1 year,0.0,10.0,15.6,697642.0,0.0,32.0,0.0,debt consolidation,Short Term,156508.0,398259.0,28077.0,731.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,64,3,1,4,720.5843293492696,724.25701839303,722.7259506135434,729.2101616628175,69288.5
Rent,1280125.0,10+ years,0.0,8.0,13.3,362934.0,0.0,32.0,0.0,debt consolidation,Short Term,318582.0,204991.0,16428.0,741.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,65,2,1,4,723.6175548589341,724.25701839303,722.7259506135434,729.2101616628175,90249.08333333333
Home Mortgage,1168386.0,10+ years,0.0,11.0,11.3,693418.0,1.0,32.0,1.0,debt consolidation,Short Term,266398.0,147915.0,21461.0,731.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,66,2,2,4,722.4205202312139,724.25701839303,720.0370370370371,725.7162872154115,75904.5
Rent,1269333.0,< 1 year,0.0,7.0,15.8,235510.0,0.0,32.0,0.0,debt consolidation,Short Term,309573.0,171874.0,5183.0,747.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,67,3,1,4,723.1353996737357,724.25701839303,722.7259506135434,729.2101616628175,100594.75
Rent,2157773.0,4 years,0.0,10.0,22.2,660374.0,0.0,13.0,0.0,debt consolidation,Short Term,482152.0,494475.0,39559.0,743.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,68,4,1,4,720.5843293492696,719.276923076923,722.7259506135434,729.2101616628175,140255.41666666666
Home Mortgage,1408527.0,2 years,0.0,12.0,17.5,700062.0,0.0,21.0,0.0,other,Long Term,525998.0,174135.0,9320.0,647.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,69,3,2,2,723.144128113879,720.4255319148937,722.7259506135434,704.9185228604924,108057.25
Home Mortgage,613966.0,6 years,0.0,5.0,16.3,96998.0,0.0,32.0,0.0,buy a car,Short Term,148632.0,29982.0,6498.0,744.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,70,3,0,4,723.6461538461539,724.25701839303,722.7259506135434,729.2101616628175,44665.833333333336
Rent,1168386.0,10+ years,0.0,8.0,13.1,797874.0,0.0,32.0,0.0,debt consolidation,Short Term,308616.0,360392.0,35030.0,731.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,71,2,1,4,723.6175548589341,724.25701839303,722.7259506135434,729.2101616628175,62335.5
Rent,1140000.0,10+ years,0.0,9.0,16.0,778448.0,0.0,32.0,0.0,debt consolidation,Long Term,462000.0,414808.0,19950.0,725.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,72,3,1,4,722.9917582417582,724.25701839303,722.7259506135434,704.9185228604924,75050.0
Home Mortgage,1631644.0,8 years,0.0,9.0,12.1,862422.0,0.0,32.0,0.0,other,Short Term,351670.0,155667.0,4773.0,718.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,73,2,1,4,722.9917582417582,724.25701839303,722.7259506135434,729.2101616628175,131197.33333333334
Home Mortgage,1435127.0,< 1 year,0.0,10.0,21.2,1643906.0,0.0,68.0,0.0,debt consolidation,Long Term,443124.0,782268.0,28487.0,674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,74,4,1,3,720.5843293492696,720.4166666666666,722.7259506135434,704.9185228604924,91106.91666666667
Own Home,1168386.0,10+ years,0.0,17.0,32.5,478159.0,0.0,32.0,0.0,other,Short Term,448184.0,136401.0,29320.0,731.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,4,3,4,722.2456896551724,724.25701839303,722.7259506135434,729.2101616628175,68045.5
Rent,808298.0,5 years,0.0,12.0,15.7,632170.0,0.0,32.0,0.0,debt consolidation,Short Term,309573.0,251693.0,8622.0,746.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,76,3,2,4,723.144128113879,724.25701839303,722.7259506135434,729.2101616628175,58736.16666666667
Rent,1164852.0,3 years,0.0,19.0,12.7,276540.0,0.0,32.0,0.0,debt consolidation,Short Term,175340.0,92663.0,12134.0,729.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,77,2,3,4,723.1223021582733,724.25701839303,722.7259506135434,729.2101616628175,84937.0
Rent,1168386.0,1 year,0.0,7.0,9.0,415250.0,0.0,32.0,0.0,debt consolidation,Short Term,174438.0,185402.0,7735.0,731.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,78,1,1,4,723.1353996737357,724.25701839303,722.7259506135434,729.2101616628175,89630.5
Rent,985815.0,8 years,0.0,11.0,18.1,227876.0,3.0,51.0,0.0,debt consolidation,Short Term,108504.0,104899.0,10351.0,729.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,79,3,2,4,722.4205202312139,703.6842105263158,722.7259506135434,728.0625,71800.25
Rent,1168386.0,10+ years,0.0,6.0,17.0,263934.0,0.0,70.0,0.0,debt consolidation,Long Term,111848.0,60173.0,16918.0,731.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,80,3,1,4,724.3789682539683,719.0,722.7259506135434,704.9185228604924,80447.5
Home Mortgage,1112298.0,< 1 year,0.0,7.0,9.0,81598.0,0.0,32.0,0.0,take a trip,Short Term,128788.0,42921.0,15906.0,704.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,81,1,1,4,723.1353996737357,724.25701839303,722.7259506135434,729.2101616628175,76785.5
Home Mortgage,1001357.0,6 years,0.0,6.0,16.5,655292.0,0.0,32.0,0.0,debt consolidation,Short Term,109384.0,294291.0,16606.0,745.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,82,3,1,4,724.3789682539683,724.25701839303,722.7259506135434,729.2101616628175,66840.41666666667
Rent,1860290.0,3 years,0.0,18.0,16.4,1120218.0,0.0,32.0,0.0,other,Short Term,116314.0,697528.0,16076.5,749.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,83,3,3,4,719.9580419580419,724.25701839303,722.7259506135434,729.2101616628175,138947.66666666666
Home Mortgage,2539103.0,6 years,0.0,13.0,17.2,1211430.0,0.0,32.0,0.0,debt consolidation,Short Term,381106.0,636101.0,16076.5,742.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,84,3,2,4,721.2881720430107,724.25701839303,722.7259506135434,729.2101616628175,195515.41666666666
Home Mortgage,1301614.0,9 years,0.0,17.0,18.0,478159.0,0.0,32.0,0.0,debt consolidation,Short Term,592240.0,959899.0,16813.0,748.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,85,3,3,4,722.2456896551724,724.25701839303,722.7259506135434,729.2101616628175,91654.83333333333
Home Mortgage,1934884.0,5 years,0.0,9.0,18.0,769604.0,0.0,51.0,0.0,debt consolidation,Short Term,390258.0,429381.0,19188.0,745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,86,3,1,4,722.9917582417582,703.6842105263158,722.7259506135434,729.2101616628175,142052.33333333334
Home Mortgage,1533566.0,7 years,0.0,11.0,14.8,715462.0,0.0,19.0,0.0,debt consolidation,Short Term,210826.0,285475.0,18147.0,744.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,87,2,2,4,722.4205202312139,719.4615384615385,722.7259506135434,729.2101616628175,109650.16666666667
Home Mortgage,1375068.0,10+ years,0.0,18.0,32.0,478159.0,0.0,22.0,0.0,debt consolidation,Long Term,741774.0,678585.0,17991.0,729.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,88,4,3,4,719.9580419580419,712.9038461538462,722.7259506135434,704.9185228604924,96598.0
Home Mortgage,1041675.0,10+ years,0.0,13.0,19.4,551320.0,0.0,16.0,0.0,debt consolidation,Short Term,100144.0,167599.0,12648.0,737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,89,3,2,4,721.2881720430107,723.9508196721312,722.7259506135434,729.2101616628175,74158.25
Rent,1304141.0,10+ years,0.0,6.0,12.9,132418.0,1.0,32.0,1.0,other,Short Term,176616.0,97546.0,14237.0,673.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,90,2,1,3,724.3789682539683,724.25701839303,720.0370370370371,725.7162872154115,94441.41666666667
Rent,601369.0,10+ years,0.0,6.0,16.9,478159.0,0.0,14.0,0.0,debt consolidation,Short Term,165924.0,209323.0,9021.0,738.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,91,3,1,4,724.3789682539683,721.671052631579,722.7259506135434,729.2101616628175,41093.083333333336
Home Mortgage,1642075.0,10+ years,0.0,12.0,12.9,384736.0,0.0,14.0,0.0,debt consolidation,Short Term,276562.0,275462.0,25863.0,653.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,92,2,2,3,723.144128113879,721.671052631579,722.7259506135434,729.2101616628175,110976.58333333334
Home Mortgage,1168386.0,10+ years,0.0,18.0,17.9,478159.0,0.0,32.0,0.0,debt consolidation,Short Term,311168.0,2327443.0,16076.5,731.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,93,3,3,4,719.9580419580419,724.25701839303,722.7259506135434,729.2101616628175,81289.0
Rent,1049294.0,3 years,0.0,5.0,6.1,249810.0,0.0,32.0,0.0,business loan,Short Term,337502.0,119529.0,15215.0,701.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,94,1,0,4,723.6461538461539,724.25701839303,722.7259506135434,729.2101616628175,72226.16666666667
Home Mortgage,805828.0,9 years,0.0,8.0,20.5,657360.0,0.0,38.0,0.0,debt consolidation,Short Term,199936.0,250933.0,13565.0,740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,95,4,1,4,723.6175548589341,712.015873015873,722.7259506135434,729.2101616628175,53587.33333333333
Rent,757568.0,5 years,0.0,13.0,11.4,383548.0,0.0,32.0,0.0,debt consolidation,Short Term,210518.0,276583.0,11553.0,732.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,96,2,2,4,721.2881720430107,724.25701839303,722.7259506135434,729.2101616628175,51577.666666666664
Rent,840541.0,6 years,0.0,6.0,14.8,427372.0,0.0,32.0,0.0,business loan,Short Term,309573.0,209323.0,16076.5,751.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,97,2,1,4,724.3789682539683,724.25701839303,722.7259506135434,729.2101616628175,53968.58333333333
Rent,1242087.0,10+ years,0.0,17.0,20.6,613954.0,1.0,36.0,1.0,debt consolidation,Short Term,196130.0,181336.0,16251.0,711.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,98,4,3,4,722.2456896551724,717.3478260869565,720.0370370370371,725.7162872154115,87256.25
Rent,1168386.0,1 year,0.0,9.0,8.9,478159.0,0.0,32.0,0.0,wedding,Short Term,32824.0,14041.0,7879.0,731.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,99,1,1,4,722.9917582417582,724.25701839303,722.7259506135434,729.2101616628175,89486.5
Own Home,1168386.0,1 year,0.0,9.0,17.0,644204.0,0.0,0.0,0.0,educational expenses,Short Term,309573.0,224770.0,4326.0,734.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,100,3,1,4,722.9917582417582,733.9444444444445,722.7259506135434,729.2101616628175,93039.5
Rent,960260.0,10+ years,0.0,10.0,16.3,796312.0,0.0,34.0,0.0,other,Long Term,333564.0,320473.0,16645.0,617.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,101,3,1,2,720.5843293492696,719.9272727272727,722.7259506135434,704.9185228604924,63376.66666666667
Home Mortgage,708624.0,9 years,0.0,7.0,8.5,576378.0,0.0,32.0,0.0,debt consolidation,Short Term,299376.0,210064.0,6555.0,730.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,102,1,1,4,723.1353996737357,724.25701839303,722.7259506135434,729.2101616628175,52497.0
Rent,1510538.0,10+ years,0.0,7.0,18.8,593472.0,0.0,32.0,0.0,debt consolidation,Long Term,405944.0,432060.0,19511.0,724.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,103,3,1,4,723.1353996737357,724.25701839303,722.7259506135434,704.9185228604924,106367.16666666667
Rent,1194834.0,3 years,0.0,10.0,31.3,520740.0,0.0,30.0,0.0,debt consolidation,Short Term,309573.0,332804.0,12148.0,747.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,104,4,1,4,720.5843293492696,719.2452830188679,722.7259506135434,729.2101616628175,87421.5
Rent,1168386.0,1 year,0.0,16.0,17.6,1158630.0,0.0,71.0,0.0,home improvements,Short Term,343772.0,218139.0,5996.0,731.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,105,3,3,4,723.1924528301887,718.7,722.7259506135434,729.2101616628175,91369.5
Home Mortgage,2454933.0,10+ years,0.0,10.0,22.4,531454.0,0.0,3.0,0.0,debt consolidation,Short Term,437316.0,383249.0,16076.5,730.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,106,4,1,4,720.5843293492696,713.2333333333333,722.7259506135434,729.2101616628175,188501.25
Rent,1168386.0,3 years,0.0,14.0,11.9,300740.0,0.0,73.0,0.0,debt consolidation,Short Term,90178.0,157149.0,14324.0,731.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,107,2,2,4,721.302380952381,718.0,722.7259506135434,729.2101616628175,83041.5
Rent,1390306.0,10+ years,0.0,7.0,23.9,351516.0,0.0,52.0,0.0,buy house,Short Term,309573.0,209323.0,9755.0,744.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,108,4,1,4,723.1353996737357,719.8461538461538,722.7259506135434,729.2101616628175,106103.83333333333
Home Mortgage,2831190.0,3 years,0.0,11.0,16.7,518188.0,0.0,32.0,0.0,debt consolidation,Short Term,393382.0,362938.0,26188.0,741.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,109,3,2,4,722.4205202312139,724.25701839303,722.7259506135434,729.2101616628175,209744.5
Rent,1131545.0,3 years,0.0,14.0,14.6,602954.0,0.0,44.0,0.0,debt consolidation,Long Term,309573.0,216106.0,12258.0,734.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,110,2,2,4,721.302380952381,715.6666666666666,722.7259506135434,704.9185228604924,82037.41666666667
Home Mortgage,1168386.0,2 years,0.0,9.0,13.8,259842.0,0.0,32.0,0.0,debt consolidation,Short Term,151514.0,160455.0,13511.0,731.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,111,2,1,4,722.9917582417582,724.25701839303,722.7259506135434,729.2101616628175,83854.5
Home Mortgage,1530640.0,10+ years,0.0,14.0,18.0,283448.0,2.0,61.0,2.0,debt consolidation,Short Term,243694.0,194598.0,15306.0,740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,112,3,2,4,721.302380952381,719.9722222222222,711.8666666666667,715.8095238095239,112247.33333333333
